編號,交易日期,交易時段
1118,2018/6/22,一般
1119,2018/6/25,盤後
1120,2018/6/25,一般
1121,2018/6/26,盤後
1122,2018/6/26,一般
1123,2018/6/27,盤後
1124,2018/6/27,一般
1125,2018/6/28,盤後
1126,2018/6/28,一般
1127,2018/6/29,盤後
1128,2018/6/29,一般
1129,2018/7/2,盤後
1130,2018/7/2,一般
1131,2018/7/3,盤後
1132,2018/7/3,一般
1133,2018/7/4,盤後
1134,2018/7/4,一般
1135,2018/7/5,盤後
1136,2018/7/5,一般
1137,2018/7/6,盤後
1138,2018/7/6,一般
1139,2018/7/9,盤後
1140,2018/7/9,一般
1141,2018/7/10,盤後
1142,2018/7/10,一般
1143,2018/7/11,一般
1144,2018/7/12,盤後
1145,2018/7/12,一般
1146,2018/7/13,盤後
1147,2018/7/13,一般
1148,2018/7/16,盤後
1149,2018/7/16,一般
1150,2018/7/17,盤後
1151,2018/7/17,一般
1152,2018/7/18,盤後
1153,2018/7/18,一般
1154,2018/7/19,盤後
1155,2018/7/19,一般
1156,2018/7/20,盤後
1157,2018/7/20,一般
1158,2018/7/23,盤後
1159,2018/7/23,一般
1160,2018/7/24,盤後
1161,2018/7/24,一般
1162,2018/7/25,盤後
1163,2018/7/25,一般
1164,2018/7/26,盤後
1165,2018/7/26,一般
1166,2018/7/27,盤後
1167,2018/7/27,一般
1168,2018/7/30,盤後
1169,2018/7/30,一般
1170,2018/7/31,盤後
1171,2018/7/31,一般
1172,2018/8/1,盤後
1173,2018/8/1,一般
1174,2018/8/2,盤後
1175,2018/8/2,一般
1176,2018/8/3,盤後
1177,2018/8/3,一般
1178,2018/8/6,盤後
1179,2018/8/6,一般
1180,2018/8/7,盤後
1181,2018/8/7,一般
1182,2018/8/8,盤後
1183,2018/8/8,一般
1184,2018/8/9,盤後
1185,2018/8/9,一般
1186,2018/8/10,盤後
1187,2018/8/10,一般
1188,2018/8/13,盤後
1189,2018/8/13,一般
1190,2018/8/14,盤後
1191,2018/8/14,一般
1192,2018/8/15,盤後
1193,2018/8/15,一般
1194,2018/8/16,盤後
1195,2018/8/16,一般
1196,2018/8/17,盤後
1197,2018/8/17,一般
1198,2018/8/20,盤後
1199,2018/8/20,一般
1200,2018/8/21,盤後
1201,2018/8/21,一般
1202,2018/8/22,盤後
1203,2018/8/22,一般
1204,2018/8/23,盤後
1205,2018/8/23,一般
1206,2018/8/24,盤後
1207,2018/8/24,一般
1208,2018/8/27,盤後
1209,2018/8/27,一般
1210,2018/8/28,盤後
1211,2018/8/28,一般
1212,2018/8/29,盤後
1213,2018/8/29,一般
1214,2018/8/30,盤後
1215,2018/8/30,一般
1216,2018/8/31,盤後
1217,2018/8/31,一般
1218,2018/9/3,盤後
1219,2018/9/3,一般
1220,2018/9/4,盤後
1221,2018/9/4,一般
1222,2018/9/5,盤後
1223,2018/9/5,一般
1224,2018/9/6,盤後
1225,2018/9/6,一般
1226,2018/9/7,盤後
1227,2018/9/7,一般
1228,2018/9/10,盤後
1229,2018/9/10,一般
1230,2018/9/11,盤後
1231,2018/9/11,一般
1232,2018/9/12,盤後
1233,2018/9/12,一般
1234,2018/9/13,盤後
1235,2018/9/13,一般
1236,2018/9/14,盤後
1237,2018/9/14,一般
1238,2018/9/17,盤後
1239,2018/9/17,一般
1240,2018/9/18,盤後
1241,2018/9/18,一般
1242,2018/9/19,盤後
1243,2018/9/19,一般
1244,2018/9/20,盤後
1245,2018/9/20,一般
1246,2018/9/21,盤後
1247,2018/9/21,一般
1248,2018/9/25,盤後
1249,2018/9/25,一般
1250,2018/9/26,盤後
1251,2018/9/26,一般
1252,2018/9/27,盤後
1253,2018/9/27,一般
1254,2018/9/28,盤後
1255,2018/9/28,一般
1256,2018/10/1,盤後
1257,2018/10/1,一般
1258,2018/10/2,盤後
1259,2018/10/2,一般
1260,2018/10/3,盤後
1261,2018/10/3,一般
1262,2018/10/4,盤後
1263,2018/10/4,一般
1264,2018/10/5,盤後
1265,2018/10/5,一般
1266,2018/10/8,盤後
1267,2018/10/8,一般
1268,2018/10/9,盤後
1269,2018/10/9,一般
1270,2018/10/11,盤後
1271,2018/10/11,一般
1272,2018/10/12,盤後
1273,2018/10/12,一般
1274,2018/10/15,盤後
1275,2018/10/15,一般
1276,2018/10/16,盤後
1277,2018/10/16,一般
1278,2018/10/17,盤後
1279,2018/10/17,一般
1280,2018/10/18,盤後
1281,2018/10/18,一般
1282,2018/10/19,盤後
1283,2018/10/19,一般
1284,2018/10/22,盤後
1285,2018/10/22,一般
1286,2018/10/23,盤後
1287,2018/10/23,一般
1288,2018/10/24,盤後
1289,2018/10/24,一般
1290,2018/10/25,盤後
1291,2018/10/25,一般
1292,2018/10/26,盤後
1293,2018/10/26,一般
1294,2018/10/29,盤後
1295,2018/10/29,一般
1296,2018/10/30,盤後
1297,2018/10/30,一般
1298,2018/10/31,盤後
1299,2018/10/31,一般
1300,2018/11/1,盤後
1301,2018/11/1,一般
1302,2018/11/2,盤後
1303,2018/11/2,一般
1304,2018/11/5,盤後
1305,2018/11/5,一般
1306,2018/11/6,盤後
1307,2018/11/6,一般
1308,2018/11/7,盤後
1309,2018/11/7,一般
1310,2018/11/8,盤後
1311,2018/11/8,一般
1312,2018/11/9,盤後
1313,2018/11/9,一般
1314,2018/11/12,盤後
1315,2018/11/12,一般
1316,2018/11/13,盤後
1317,2018/11/13,一般
1318,2018/11/14,盤後
1319,2018/11/14,一般
1320,2018/11/15,盤後
1321,2018/11/15,一般
1322,2018/11/16,盤後
1323,2018/11/16,一般
1324,2018/11/19,盤後
1325,2018/11/19,一般
1326,2018/11/20,盤後
1327,2018/11/20,一般
1328,2018/11/21,盤後
1329,2018/11/21,一般
1330,2018/11/22,盤後
1331,2018/11/22,一般
1332,2018/11/23,盤後
1333,2018/11/23,一般
1334,2018/11/26,盤後
1335,2018/11/26,一般
1336,2018/11/27,盤後
1337,2018/11/27,一般
1338,2018/11/28,盤後
1339,2018/11/28,一般
1340,2018/11/29,盤後
1341,2018/11/29,一般
1342,2018/11/30,盤後
1343,2018/11/30,一般
1344,2018/12/3,盤後
1345,2018/12/3,一般
1346,2018/12/4,盤後
1347,2018/12/4,一般
1348,2018/12/5,盤後
1349,2018/12/5,一般
1350,2018/12/6,盤後
1351,2018/12/6,一般
1352,2018/12/7,盤後
1353,2018/12/7,一般
1354,2018/12/10,盤後
1355,2018/12/10,一般
1356,2018/12/11,盤後
1357,2018/12/11,一般
1358,2018/12/12,盤後
1359,2018/12/12,一般
1360,2018/12/13,盤後
1361,2018/12/13,一般
1362,2018/12/14,盤後
1363,2018/12/14,一般
1364,2018/12/17,盤後
1365,2018/12/17,一般
1366,2018/12/18,盤後
1367,2018/12/18,一般
1368,2018/12/19,盤後
1369,2018/12/19,一般
1370,2018/12/20,盤後
1371,2018/12/20,一般
1372,2018/12/21,盤後
1373,2018/12/21,一般
1374,2018/12/22,盤後
1375,2018/12/22,一般
1376,2018/12/24,一般
1377,2018/12/25,盤後
1378,2018/12/25,一般
1379,2018/12/26,盤後
1380,2018/12/26,一般
1381,2018/12/27,盤後
1382,2018/12/27,一般
1383,2018/12/28,盤後
1384,2018/12/28,一般
1385,2019/1/2,盤後
1386,2019/1/2,一般
1387,2019/1/3,盤後
1388,2019/1/3,一般
1389,2019/1/4,盤後
1390,2019/1/4,一般
1391,2019/1/7,盤後
1392,2019/1/7,一般
1393,2019/1/8,盤後
1394,2019/1/8,一般
1395,2019/1/9,盤後
1396,2019/1/9,一般
1397,2019/1/10,盤後
1398,2019/1/10,一般
1399,2019/1/11,盤後
1400,2019/1/11,一般
1401,2019/1/14,盤後
1402,2019/1/14,一般
1403,2019/1/15,盤後
1404,2019/1/15,一般
1405,2019/1/16,盤後
1406,2019/1/16,一般
1407,2019/1/17,盤後
1408,2019/1/17,一般
1409,2019/1/18,盤後
1410,2019/1/18,一般
1411,2019/1/21,盤後
1412,2019/1/21,一般
1413,2019/1/22,盤後
1414,2019/1/22,一般
1415,2019/1/23,盤後
1416,2019/1/23,一般
1417,2019/1/24,盤後
1418,2019/1/24,一般
1419,2019/1/25,盤後
1420,2019/1/25,一般
1421,2019/1/28,盤後
1422,2019/1/28,一般
1423,2019/1/29,盤後
1424,2019/1/29,一般
1425,2019/1/30,盤後
1426,2019/1/30,一般
1427,2019/2/11,盤後
1428,2019/2/11,一般
1429,2019/2/12,盤後
1430,2019/2/12,一般
1431,2019/2/13,盤後
1432,2019/2/13,一般
1433,2019/2/14,盤後
1434,2019/2/14,一般
1435,2019/2/15,盤後
1436,2019/2/15,一般
1437,2019/2/18,盤後
1438,2019/2/18,一般
1439,2019/2/19,盤後
1440,2019/2/19,一般
1441,2019/2/20,盤後
1442,2019/2/20,一般
1443,2019/2/21,盤後
1444,2019/2/21,一般
1445,2019/2/22,盤後
1446,2019/2/22,一般
1447,2019/2/25,盤後
1448,2019/2/25,一般
1449,2019/2/26,盤後
1450,2019/2/26,一般
1451,2019/2/27,盤後
1452,2019/2/27,一般
1453,2019/3/4,盤後
1454,2019/3/4,一般
1455,2019/3/5,盤後
1456,2019/3/5,一般
1457,2019/3/6,盤後
1458,2019/3/6,一般
1459,2019/3/7,盤後
1460,2019/3/7,一般
1461,2019/3/8,盤後
1462,2019/3/8,一般
1463,2019/3/11,盤後
1464,2019/3/11,一般
1465,2019/3/12,盤後
1466,2019/3/12,一般
1467,2019/3/13,盤後
1468,2019/3/13,一般
1469,2019/3/14,盤後
1470,2019/3/14,一般
1471,2019/3/15,盤後
1472,2019/3/15,一般
1473,2019/3/18,盤後
1474,2019/3/18,一般
1475,2019/3/19,盤後
1476,2019/3/19,一般
1477,2019/3/20,盤後
1478,2019/3/20,一般
1479,2019/3/21,盤後
1480,2019/3/21,一般
1481,2019/3/22,盤後
1482,2019/3/22,一般
1483,2019/3/25,盤後
1484,2019/3/25,一般
1485,2019/3/26,盤後
1486,2019/3/26,一般
1487,2019/3/27,盤後
1488,2019/3/27,一般
1489,2019/3/28,盤後
1490,2019/3/28,一般
1491,2019/3/29,盤後
1492,2019/3/29,一般
1493,2019/4/1,盤後
1494,2019/4/1,一般
1495,2019/4/2,盤後
1496,2019/4/2,一般
1497,2019/4/3,盤後
1498,2019/4/3,一般
1499,2019/4/8,盤後
1500,2019/4/8,一般
1501,2019/4/9,盤後
1502,2019/4/9,一般
1503,2019/4/10,盤後
1504,2019/4/10,一般
1505,2019/4/11,盤後
1506,2019/4/11,一般
1507,2019/4/12,盤後
1508,2019/4/12,一般
1509,2019/4/15,盤後
1510,2019/4/15,一般
1511,2019/4/16,盤後
1512,2019/4/16,一般
1513,2019/4/17,盤後
1514,2019/4/17,一般
1515,2019/4/18,盤後
1516,2019/4/18,一般
1517,2019/4/19,盤後
1518,2019/4/19,一般
1519,2019/4/22,盤後
1520,2019/4/22,一般
1521,2019/4/23,盤後
1522,2019/4/23,一般
1523,2019/4/24,盤後
1524,2019/4/24,一般
1525,2019/4/25,盤後
1526,2019/4/25,一般
1527,2019/4/26,盤後
1528,2019/4/26,一般
1529,2019/4/29,盤後
1530,2019/4/29,一般
1531,2019/4/30,盤後
1532,2019/4/30,一般
1533,2019/5/2,盤後
1534,2019/5/2,一般
1535,2019/5/3,盤後
1536,2019/5/3,一般
1537,2019/5/6,盤後
1538,2019/5/6,一般
1539,2019/5/7,盤後
1540,2019/5/7,一般
1541,2019/5/8,盤後
1542,2019/5/8,一般
1543,2019/5/9,盤後
1544,2019/5/9,一般
1545,2019/5/10,盤後
1546,2019/5/10,一般
1547,2019/5/13,盤後
1548,2019/5/13,一般
1549,2019/5/14,盤後
1550,2019/5/14,一般
1551,2019/5/15,盤後
1552,2019/5/15,一般
1553,2019/5/16,盤後
1554,2019/5/16,一般
1555,2019/5/17,盤後
1556,2019/5/17,一般
1557,2019/5/20,盤後
1558,2019/5/20,一般
1559,2019/5/21,盤後
1560,2019/5/21,一般
1561,2019/5/22,盤後
1562,2019/5/22,一般
1563,2019/5/23,盤後
1564,2019/5/23,一般
1565,2019/5/24,盤後
1566,2019/5/24,一般
1567,2019/5/27,盤後
1568,2019/5/27,一般
1569,2019/5/28,盤後
1570,2019/5/28,一般
1571,2019/5/29,盤後
1572,2019/5/29,一般
1573,2019/5/30,盤後
1574,2019/5/30,一般
1575,2019/5/31,盤後
1576,2019/5/31,一般
1577,2019/6/3,盤後
1578,2019/6/3,一般
1579,2019/6/4,盤後
1580,2019/6/4,一般
1581,2019/6/5,盤後
1582,2019/6/5,一般
1583,2019/6/6,盤後
1584,2019/6/6,一般
1585,2019/6/10,盤後
1586,2019/6/10,一般
1587,2019/6/11,盤後
1588,2019/6/11,一般
1589,2019/6/12,盤後
1590,2019/6/12,一般
1591,2019/6/13,盤後
1592,2019/6/13,一般
1593,2019/6/14,盤後
1594,2019/6/14,一般
1595,2019/6/17,盤後
1596,2019/6/17,一般
1597,2019/6/18,盤後
1598,2019/6/18,一般
1599,2019/6/19,盤後
1600,2019/6/19,一般
1601,2019/6/20,盤後
1602,2019/6/20,一般
1603,2019/6/21,盤後
1604,2019/6/21,一般
1605,2019/6/24,盤後
1606,2019/6/24,一般
1607,2019/6/25,盤後
1608,2019/6/25,一般
1609,2019/6/26,盤後
1610,2019/6/26,一般
1611,2019/6/27,盤後
1612,2019/6/27,一般
1613,2019/6/28,盤後
1614,2019/6/28,一般
1615,2019/7/1,盤後
1616,2019/7/1,一般
1617,2019/7/2,盤後
1618,2019/7/2,一般
1619,2019/7/3,盤後
1620,2019/7/3,一般
1621,2019/7/4,盤後
1622,2019/7/4,一般
1623,2019/7/5,盤後
1624,2019/7/5,一般
1625,2019/7/8,盤後
1626,2019/7/8,一般
1627,2019/7/9,盤後
1628,2019/7/9,一般
1629,2019/7/10,盤後
1630,2019/7/10,一般
1631,2019/7/11,盤後
1632,2019/7/11,一般
1633,2019/7/12,盤後
1634,2019/7/12,一般
1635,2019/7/15,盤後
1636,2019/7/15,一般
1637,2019/7/16,盤後
1638,2019/7/16,一般
1639,2019/7/17,盤後
1640,2019/7/17,一般
1641,2019/7/18,盤後
1642,2019/7/18,一般
1643,2019/7/19,盤後
1644,2019/7/19,一般
1645,2019/7/22,盤後
1646,2019/7/22,一般
1647,2019/7/23,盤後
1648,2019/7/23,一般
1649,2019/7/24,盤後
1650,2019/7/24,一般
1651,2019/7/25,盤後
1652,2019/7/25,一般
1653,2019/7/26,盤後
1654,2019/7/26,一般
1655,2019/7/29,盤後
1656,2019/7/29,一般
1657,2019/7/30,盤後
1658,2019/7/30,一般
1659,2019/7/31,盤後
1660,2019/7/31,一般
1661,2019/8/1,盤後
1662,2019/8/1,一般
1663,2019/8/2,盤後
1664,2019/8/2,一般
1665,2019/8/5,盤後
1666,2019/8/5,一般
1667,2019/8/6,盤後
1668,2019/8/6,一般
1669,2019/8/7,盤後
1670,2019/8/7,一般
1671,2019/8/8,盤後
1672,2019/8/8,一般
1673,2019/8/12,盤後
1674,2019/8/12,一般
1675,2019/8/13,盤後
1676,2019/8/13,一般
1677,2019/8/14,盤後
1678,2019/8/14,一般
1679,2019/8/15,盤後
1680,2019/8/15,一般
1681,2019/8/16,盤後
1682,2019/8/16,一般
1683,2019/8/19,盤後
1684,2019/8/19,一般
1685,2019/8/20,盤後
1686,2019/8/20,一般
1687,2019/8/21,盤後
1688,2019/8/21,一般
1689,2019/8/22,盤後
1690,2019/8/22,一般
1691,2019/8/23,盤後
1692,2019/8/23,一般
1693,2019/8/26,盤後
1694,2019/8/26,一般
1695,2019/8/27,盤後
1696,2019/8/27,一般
1697,2019/8/28,盤後
1698,2019/8/28,一般
1699,2019/8/29,盤後
1700,2019/8/29,一般
1701,2019/8/30,盤後
1702,2019/8/30,一般
1703,2019/9/2,盤後
1704,2019/9/2,一般
1705,2019/9/3,盤後
1706,2019/9/3,一般
1707,2019/9/4,盤後
1708,2019/9/4,一般
1709,2019/9/5,盤後
1710,2019/9/5,一般
1711,2019/9/6,盤後
1712,2019/9/6,一般
1713,2019/9/9,盤後
1714,2019/9/9,一般
1715,2019/9/10,盤後
1716,2019/9/10,一般
1717,2019/9/11,盤後
1718,2019/9/11,一般
1719,2019/9/12,盤後
1720,2019/9/12,一般
1721,2019/9/16,盤後
1722,2019/9/16,一般
1723,2019/9/17,盤後
1724,2019/9/17,一般
1725,2019/9/18,盤後
1726,2019/9/18,一般
1727,2019/9/19,盤後
1728,2019/9/19,一般
1729,2019/9/20,盤後
1730,2019/9/20,一般
1731,2019/9/23,盤後
1732,2019/9/23,一般
1733,2019/9/24,盤後
1734,2019/9/24,一般
1735,2019/9/25,盤後
1736,2019/9/25,一般
1737,2019/9/26,盤後
1738,2019/9/26,一般
1739,2019/9/27,盤後
1740,2019/9/27,一般
1741,2019/10/1,盤後
1742,2019/10/1,一般
1743,2019/10/2,盤後
1744,2019/10/2,一般
1745,2019/10/3,盤後
1746,2019/10/3,一般
1747,2019/10/4,盤後
1748,2019/10/4,一般
1749,2019/10/7,盤後
1750,2019/10/7,一般
1751,2019/10/8,盤後
1752,2019/10/8,一般
1753,2019/10/9,盤後
1754,2019/10/9,一般
1755,2019/10/14,盤後
1756,2019/10/14,一般
1757,2019/10/15,盤後
1758,2019/10/15,一般
1759,2019/10/16,盤後
1760,2019/10/16,一般
1761,2019/10/17,盤後
1762,2019/10/17,一般
1763,2019/10/18,盤後
1764,2019/10/18,一般
1765,2019/10/21,盤後
1766,2019/10/21,一般
1767,2019/10/22,盤後
1768,2019/10/22,一般
1769,2019/10/23,盤後
1770,2019/10/23,一般
1771,2019/10/24,盤後
1772,2019/10/24,一般
1773,2019/10/25,盤後
1774,2019/10/25,一般
1775,2019/10/28,盤後
1776,2019/10/28,一般
1777,2019/10/29,盤後
1778,2019/10/29,一般
1779,2019/10/30,盤後
1780,2019/10/30,一般
1781,2019/10/31,盤後
1782,2019/10/31,一般
1783,2019/11/1,盤後
1784,2019/11/1,一般
1785,2019/11/4,盤後
1786,2019/11/4,一般
1787,2019/11/5,盤後
1788,2019/11/5,一般
1789,2019/11/6,盤後
1790,2019/11/6,一般
1791,2019/11/7,盤後
1792,2019/11/7,一般
1793,2019/11/8,盤後
1794,2019/11/8,一般
1795,2019/11/11,盤後
1796,2019/11/11,一般
1797,2019/11/12,盤後
1798,2019/11/12,一般
1799,2019/11/13,盤後
1800,2019/11/13,一般
1801,2019/11/14,盤後
1802,2019/11/14,一般
1803,2019/11/15,盤後
1804,2019/11/15,一般
1805,2019/11/18,盤後
1806,2019/11/18,一般
1807,2019/11/19,盤後
1808,2019/11/19,一般
1809,2019/11/20,盤後
1810,2019/11/20,一般
1811,2019/11/21,盤後
1812,2019/11/21,一般
1813,2019/11/22,盤後
1814,2019/11/22,一般
1815,2019/11/25,盤後
1816,2019/11/25,一般
1817,2019/11/26,盤後
1818,2019/11/26,一般
1819,2019/11/27,盤後
1820,2019/11/27,一般
1821,2019/11/28,盤後
1822,2019/11/28,一般
1823,2019/11/29,盤後
1824,2019/11/29,一般
1825,2019/12/2,盤後
1826,2019/12/2,一般
1827,2019/12/3,盤後
1828,2019/12/3,一般
1829,2019/12/4,盤後
1830,2019/12/4,一般
1831,2019/12/5,盤後
1832,2019/12/5,一般
1833,2019/12/6,盤後
1834,2019/12/6,一般
1835,2019/12/9,盤後
1836,2019/12/9,一般
1837,2019/12/10,盤後
1838,2019/12/10,一般
1839,2019/12/11,盤後
1840,2019/12/11,一般
1841,2019/12/12,盤後
1842,2019/12/12,一般
1843,2019/12/13,盤後
1844,2019/12/13,一般
1845,2019/12/16,盤後
1846,2019/12/16,一般
1847,2019/12/17,盤後
1848,2019/12/17,一般
1849,2019/12/18,盤後
1850,2019/12/18,一般
1851,2019/12/19,盤後
1852,2019/12/19,一般
1853,2019/12/20,盤後
1854,2019/12/20,一般
1855,2019/12/23,盤後
1856,2019/12/23,一般
1857,2019/12/24,盤後
1858,2019/12/24,一般
1859,2019/12/25,盤後
1860,2019/12/25,一般
1861,2019/12/26,盤後
1862,2019/12/26,一般
1863,2019/12/27,盤後
1864,2019/12/27,一般
1865,2019/12/30,盤後
1866,2019/12/30,一般
1867,2019/12/31,盤後
1868,2019/12/31,一般
1869,2020/1/2,盤後
1870,2020/1/2,一般
1871,2020/1/3,盤後
1872,2020/1/3,一般
1873,2020/1/6,盤後
1874,2020/1/6,一般
1875,2020/1/7,盤後
1876,2020/1/7,一般
1877,2020/1/8,盤後
1878,2020/1/8,一般
1879,2020/1/9,盤後
1880,2020/1/9,一般
1881,2020/1/10,盤後
1882,2020/1/10,一般
1883,2020/1/13,盤後
1884,2020/1/13,一般
1885,2020/1/14,盤後
1886,2020/1/14,一般
1887,2020/1/15,盤後
1888,2020/1/15,一般
1889,2020/1/16,盤後
1890,2020/1/16,一般
1891,2020/1/17,盤後
1892,2020/1/17,一般
1893,2020/1/20,盤後
1894,2020/1/20,一般
1895,2020/1/30,盤後
1896,2020/1/30,一般
1897,2020/1/31,盤後
1898,2020/1/31,一般
1899,2020/2/3,盤後
1900,2020/2/3,一般
1901,2020/2/4,盤後
1902,2020/2/4,一般
1903,2020/2/5,盤後
1904,2020/2/5,一般
1905,2020/2/6,盤後
1906,2020/2/6,一般
1907,2020/2/7,盤後
1908,2020/2/7,一般
1909,2020/2/10,盤後
1910,2020/2/10,一般
1911,2020/2/11,盤後
1912,2020/2/11,一般
1913,2020/2/12,盤後
1914,2020/2/12,一般
1915,2020/2/13,盤後
1916,2020/2/13,一般
1917,2020/2/14,盤後
1918,2020/2/14,一般
1919,2020/2/17,盤後
1920,2020/2/17,一般
1921,2020/2/18,盤後
1922,2020/2/18,一般
1923,2020/2/19,盤後
1924,2020/2/19,一般
1925,2020/2/20,盤後
1926,2020/2/20,一般
1927,2020/2/21,盤後
1928,2020/2/21,一般
1929,2020/2/24,盤後
1930,2020/2/24,一般
1931,2020/2/25,盤後
1932,2020/2/25,一般
1933,2020/2/26,盤後
1934,2020/2/26,一般
1935,2020/2/27,盤後
1936,2020/2/27,一般
1937,2020/3/2,盤後
1938,2020/3/2,一般
1939,2020/3/3,盤後
1940,2020/3/3,一般
1941,2020/3/4,盤後
1942,2020/3/4,一般
1943,2020/3/5,盤後
1944,2020/3/5,一般
1945,2020/3/6,盤後
1946,2020/3/6,一般
1947,2020/3/9,盤後
1948,2020/3/9,一般
1949,2020/3/10,盤後
1950,2020/3/10,一般
1951,2020/3/11,盤後
1952,2020/3/11,一般
1953,2020/3/12,盤後
1954,2020/3/12,一般
1955,2020/3/13,盤後
1956,2020/3/13,一般
1957,2020/3/16,盤後
1958,2020/3/16,一般
1959,2020/3/17,盤後
1960,2020/3/17,一般
1961,2020/3/18,盤後
1962,2020/3/18,一般
1963,2020/3/19,盤後
1964,2020/3/19,一般
1965,2020/3/20,盤後
1966,2020/3/20,一般
1967,2020/3/23,盤後
1968,2020/3/23,一般
1969,2020/3/24,盤後
1970,2020/3/24,一般
1971,2020/3/25,盤後
1972,2020/3/25,一般
1973,2020/3/26,盤後
1974,2020/3/26,一般
1975,2020/3/27,盤後
1976,2020/3/27,一般
1977,2020/3/30,盤後
1978,2020/3/30,一般
1979,2020/3/31,盤後
1980,2020/3/31,一般
1981,2020/4/1,盤後
1982,2020/4/1,一般
1983,2020/4/6,盤後
1984,2020/4/6,一般
1985,2020/4/7,盤後
1986,2020/4/7,一般
1987,2020/4/8,盤後
1988,2020/4/8,一般
1989,2020/4/9,盤後
1990,2020/4/9,一般
1991,2020/4/10,盤後
1992,2020/4/10,一般
1993,2020/4/13,盤後
1994,2020/4/13,一般
1995,2020/4/14,盤後
1996,2020/4/14,一般
1997,2020/4/15,盤後
1998,2020/4/15,一般
1999,2020/4/16,盤後
2000,2020/4/16,一般
2001,2020/4/17,盤後
2002,2020/4/17,一般
2003,2020/4/20,盤後
2004,2020/4/20,一般
2005,2020/4/21,盤後
2006,2020/4/21,一般
2007,2020/4/22,盤後
2008,2020/4/22,一般
2009,2020/4/23,盤後
2010,2020/4/23,一般
2011,2020/4/24,盤後
2012,2020/4/24,一般
2013,2020/4/27,盤後
2014,2020/4/27,一般
2015,2020/4/28,盤後
2016,2020/4/28,一般
2017,2020/4/29,盤後
2018,2020/4/29,一般
2019,2020/4/30,盤後
2020,2020/4/30,一般
2021,2020/5/4,盤後
2022,2020/5/4,一般
2023,2020/5/5,盤後
2024,2020/5/5,一般
2025,2020/5/6,盤後
2026,2020/5/6,一般
2027,2020/5/7,盤後
2028,2020/5/7,一般
2029,2020/5/8,盤後
2030,2020/5/8,一般
2031,2020/5/11,盤後
2032,2020/5/11,一般
2033,2020/5/12,盤後
2034,2020/5/12,一般
2035,2020/5/13,盤後
2036,2020/5/13,一般
2037,2020/5/14,盤後
2038,2020/5/14,一般
2039,2020/5/15,盤後
2040,2020/5/15,一般
2041,2020/5/18,盤後
2042,2020/5/18,一般
2043,2020/5/19,盤後
2044,2020/5/19,一般
2045,2020/5/20,盤後
2046,2020/5/20,一般
2047,2020/5/21,盤後
2048,2020/5/21,一般
2049,2020/5/22,盤後
2050,2020/5/22,一般
2051,2020/5/25,盤後
2052,2020/5/25,一般
2053,2020/5/26,盤後
2054,2020/5/26,一般
2055,2020/5/27,盤後
2056,2020/5/27,一般
2057,2020/5/28,盤後
2058,2020/5/28,一般
2059,2020/5/29,盤後
2060,2020/5/29,一般
2061,2020/6/1,盤後
2062,2020/6/1,一般
2063,2020/6/2,盤後
2064,2020/6/2,一般
2065,2020/6/3,盤後
2066,2020/6/3,一般
2067,2020/6/4,盤後
2068,2020/6/4,一般
2069,2020/6/5,盤後
2070,2020/6/5,一般
2071,2020/6/8,盤後
2072,2020/6/8,一般
2073,2020/6/9,盤後
2074,2020/6/9,一般
2075,2020/6/10,盤後
2076,2020/6/10,一般
2077,2020/6/11,盤後
2078,2020/6/11,一般
2079,2020/6/12,盤後
2080,2020/6/12,一般
2081,2020/6/15,盤後
2082,2020/6/15,一般
2083,2020/6/16,盤後
2084,2020/6/16,一般
2085,2020/6/17,盤後
2086,2020/6/17,一般
2087,2020/6/18,盤後
2088,2020/6/18,一般
2089,2020/6/19,盤後
2090,2020/6/19,一般
2091,2020/6/22,盤後
2092,2020/6/22,一般
2093,2020/6/23,盤後
2094,2020/6/23,一般
2095,2020/6/24,盤後
2096,2020/6/24,一般
2097,2020/6/29,盤後
2098,2020/6/29,一般
2099,2020/6/30,盤後
2100,2020/6/30,一般
2101,2020/7/1,盤後
2102,2020/7/1,一般
2103,2020/7/2,盤後
2104,2020/7/2,一般
2105,2020/7/3,盤後
2106,2020/7/3,一般
2107,2020/7/6,盤後
2108,2020/7/6,一般
2109,2020/7/7,盤後
2110,2020/7/7,一般
2111,2020/7/8,盤後
2112,2020/7/8,一般
2113,2020/7/9,盤後
2114,2020/7/9,一般
2115,2020/7/10,盤後
2116,2020/7/10,一般
2117,2020/7/13,盤後
2118,2020/7/13,一般
2119,2020/7/14,盤後
2120,2020/7/14,一般
2121,2020/7/15,盤後
2122,2020/7/15,一般
2123,2020/7/16,盤後
2124,2020/7/16,一般
2125,2020/7/17,盤後
2126,2020/7/17,一般
2127,2020/7/20,盤後
2128,2020/7/20,一般
2129,2020/7/21,盤後
2130,2020/7/21,一般
2131,2020/7/22,盤後
2132,2020/7/22,一般
2133,2020/7/23,盤後
2134,2020/7/23,一般
2135,2020/7/24,盤後
2136,2020/7/24,一般
2137,2020/7/27,盤後
2138,2020/7/27,一般
2139,2020/7/28,盤後
2140,2020/7/28,一般
2141,2020/7/29,盤後
2142,2020/7/29,一般
2143,2020/7/30,盤後
2144,2020/7/30,一般
2145,2020/7/31,盤後
2146,2020/7/31,一般
2147,2020/8/3,盤後
2148,2020/8/3,一般
2149,2020/8/4,盤後
2150,2020/8/4,一般
2151,2020/8/5,盤後
2152,2020/8/5,一般
2153,2020/8/6,盤後
