編號,交易日期,契約,到期月份(週別),收盤價,交易時段,類型,剩餘天數,價平
153,2015/8/21,MTX,201508W4,7784,一般,近週,3,7800
153,2015/8/21,MTX,201509,7747,一般,近月,18,7700
153,2015/8/21,MTX,201510,7734,一般,遠月,40,7700
154,2015/8/24,MTX,201508W4,7400,一般,近週,2,7400
154,2015/8/24,MTX,201509,7345,一般,近月,17,7300
154,2015/8/24,MTX,201510,7321,一般,遠月,39,7300
155,2015/8/25,MTX,201508W4,7641,一般,近週,1,7650
155,2015/8/25,MTX,201509,7576,一般,近月,16,7600
155,2015/8/25,MTX,201510,7564,一般,遠月,38,7600
156,2015/8/26,MTX,201508W4,7757,一般,近週,0,7750
156,2015/8/26,MTX,201509,7609,一般,近月,15,7600
156,2015/8/26,MTX,201509W1,7650,一般,遠週,5,7650
156,2015/8/26,MTX,201510,7595,一般,遠月,37,7600
157,2015/8/27,MTX,201509W1,7756,一般,近週,4,7750
157,2015/8/27,MTX,201509,7681,一般,近月,14,7700
157,2015/8/27,MTX,201510,7661,一般,遠月,36,7700
158,2015/8/28,MTX,201509W1,7936,一般,近週,3,7950
158,2015/8/28,MTX,201509,7873,一般,近月,13,7900
158,2015/8/28,MTX,201510,7855,一般,遠月,35,7900
159,2015/8/31,MTX,201509W1,8096,一般,近週,2,8100
159,2015/8/31,MTX,201509,7970,一般,近月,12,8000
159,2015/8/31,MTX,201510,7932,一般,遠月,34,7900
160,2015/9/1,MTX,201509W1,7965,一般,近週,1,7950
160,2015/9/1,MTX,201509,7830,一般,近月,11,7800
160,2015/9/1,MTX,201510,7781,一般,遠月,33,7800
161,2015/9/2,MTX,201509W1,8057,一般,近週,0,8050
161,2015/9/2,MTX,201509,7942,一般,近月,10,7900
161,2015/9/2,MTX,201509W2,8000,一般,遠週,5,8000
161,2015/9/2,MTX,201510,7887,一般,遠月,32,7900
162,2015/9/3,MTX,201509W2,8058,一般,近週,4,8050
162,2015/9/3,MTX,201509,7977,一般,近月,9,8000
162,2015/9/3,MTX,201510,7921,一般,遠月,31,7900
163,2015/9/4,MTX,201509W2,7974,一般,近週,3,7950
163,2015/9/4,MTX,201509,7891,一般,近月,8,7900
163,2015/9/4,MTX,201510,7833,一般,遠月,30,7800
164,2015/9/7,MTX,201509W2,7986,一般,近週,2,8000
164,2015/9/7,MTX,201509,7930,一般,近月,7,7900
164,2015/9/7,MTX,201510,7883,一般,遠月,29,7900
165,2015/9/8,MTX,201509W2,8034,一般,近週,1,8050
165,2015/9/8,MTX,201509,7973,一般,近月,6,8000
165,2015/9/8,MTX,201510,7925,一般,遠月,28,7900
166,2015/9/9,MTX,201509W2,8279,一般,近週,0,8300
166,2015/9/9,MTX,201509,8335,一般,近月,5,8350
166,2015/9/9,MTX,201510,8309,一般,遠月,27,8300
167,2015/9/10,MTX,201509,8269,一般,近月,4,8250
167,2015/9/10,MTX,201510,8248,一般,遠月,26,8200
168,2015/9/11,MTX,201509,8268,一般,近月,3,8250
168,2015/9/11,MTX,201510,8248,一般,遠月,25,8200
169,2015/9/14,MTX,201509,8275,一般,近月,2,8300
169,2015/9/14,MTX,201510,8258,一般,遠月,24,8300
170,2015/9/15,MTX,201509,8237,一般,近月,1,8250
170,2015/9/15,MTX,201510,8192,一般,遠月,23,8200
171,2015/9/16,MTX,201509,8319,一般,近月,0,8300
171,2015/9/16,MTX,201509W4,8292,一般,遠週,5,8300
171,2015/9/16,MTX,201510,8276,一般,遠月,22,8300
172,2015/9/17,MTX,201509W4,8448,一般,近週,4,8450
172,2015/9/17,MTX,201510,8444,一般,近月,21,8400
172,2015/9/17,MTX,201511,8429,一般,遠月,41,8400
173,2015/9/18,MTX,201509W4,8458,一般,近週,3,8450
173,2015/9/18,MTX,201510,8440,一般,近月,20,8400
173,2015/9/18,MTX,201511,8423,一般,遠月,40,8400
174,2015/9/21,MTX,201509W4,8292,一般,近週,2,8300
174,2015/9/21,MTX,201510,8268,一般,近月,19,8300
174,2015/9/21,MTX,201511,8251,一般,遠月,39,8300
175,2015/9/22,MTX,201509W4,8357,一般,近週,1,8350
175,2015/9/22,MTX,201510,8334,一般,近月,18,8300
175,2015/9/22,MTX,201511,8315,一般,遠月,38,8300
176,2015/9/23,MTX,201509W4,8199,一般,近週,0,8200
176,2015/9/23,MTX,201510,8140,一般,近月,17,8100
176,2015/9/23,MTX,201509W5,8166,一般,遠週,3,8150
176,2015/9/23,MTX,201511,8123,一般,遠月,37,8100
177,2015/9/24,MTX,201509W5,8111,一般,近週,2,8100
177,2015/9/24,MTX,201510,8092,一般,近月,16,8100
177,2015/9/24,MTX,201511,8068,一般,遠月,36,8100
178,2015/9/25,MTX,201509W5,8133,一般,近週,1,8150
178,2015/9/25,MTX,201510,8125,一般,近月,15,8100
178,2015/9/25,MTX,201511,8107,一般,遠月,35,8100
179,2015/9/30,MTX,201509W5,8157,一般,近週,0,8150
179,2015/9/30,MTX,201510,8137,一般,近月,14,8100
179,2015/9/30,MTX,201510W1,8151,一般,遠週,5,8150
179,2015/9/30,MTX,201511,8121,一般,遠月,34,8100
180,2015/10/1,MTX,201510W1,8319,一般,近週,4,8300
180,2015/10/1,MTX,201510,8308,一般,近月,13,8300
180,2015/10/1,MTX,201511,8294,一般,遠月,33,8300
181,2015/10/2,MTX,201510W1,8293,一般,近週,3,8300
181,2015/10/2,MTX,201510,8276,一般,近月,12,8300
181,2015/10/2,MTX,201511,8265,一般,遠月,32,8300
182,2015/10/5,MTX,201510W1,8350,一般,近週,2,8350
182,2015/10/5,MTX,201510,8332,一般,近月,11,8300
182,2015/10/5,MTX,201511,8319,一般,遠月,31,8300
183,2015/10/6,MTX,201510W1,8388,一般,近週,1,8400
183,2015/10/6,MTX,201510,8369,一般,近月,10,8400
183,2015/10/6,MTX,201511,8354,一般,遠月,30,8400
184,2015/10/7,MTX,201510W1,8482,一般,近週,0,8500
184,2015/10/7,MTX,201510,8494,一般,近月,9,8500
184,2015/10/7,MTX,201510W2,8497,一般,遠週,4,8500
184,2015/10/7,MTX,201511,8482,一般,遠月,29,8500
185,2015/10/8,MTX,201510W2,8456,一般,近週,3,8450
185,2015/10/8,MTX,201510,8442,一般,近月,8,8400
185,2015/10/8,MTX,201511,8431,一般,遠月,28,8400
186,2015/10/12,MTX,201510W2,8573,一般,近週,2,8550
186,2015/10/12,MTX,201510,8554,一般,近月,7,8600
186,2015/10/12,MTX,201511,8539,一般,遠月,27,8500
187,2015/10/13,MTX,201510W2,8571,一般,近週,1,8550
187,2015/10/13,MTX,201510,8556,一般,近月,6,8600
187,2015/10/13,MTX,201511,8544,一般,遠月,26,8500
188,2015/10/14,MTX,201510W2,8528,一般,近週,0,8550
188,2015/10/14,MTX,201510,8520,一般,近月,5,8500
188,2015/10/14,MTX,201511,8507,一般,遠月,25,8500
189,2015/10/15,MTX,201510,8611,一般,近月,4,8600
189,2015/10/15,MTX,201511,8597,一般,遠月,24,8600
190,2015/10/16,MTX,201510,8609,一般,近月,3,8600
190,2015/10/16,MTX,201511,8596,一般,遠月,23,8600
191,2015/10/19,MTX,201510,8622,一般,近月,2,8600
191,2015/10/19,MTX,201511,8622,一般,遠月,22,8600
192,2015/10/20,MTX,201510,8660,一般,近月,1,8650
192,2015/10/20,MTX,201511,8658,一般,遠月,21,8700
193,2015/10/21,MTX,201510,8617,一般,近月,0,8600
193,2015/10/21,MTX,201510W4,8620,一般,遠週,5,8600
193,2015/10/21,MTX,201511,8609,一般,遠月,20,8600
194,2015/10/22,MTX,201510W4,8600,一般,近週,4,8600
194,2015/10/22,MTX,201511,8596,一般,近月,19,8600
194,2015/10/22,MTX,201512,8590,一般,遠月,39,8600
195,2015/10/23,MTX,201510W4,8697,一般,近週,3,8700
195,2015/10/23,MTX,201511,8694,一般,近月,18,8700
195,2015/10/23,MTX,201512,8690,一般,遠月,38,8700
196,2015/10/26,MTX,201510W4,8736,一般,近週,2,8750
196,2015/10/26,MTX,201511,8734,一般,近月,17,8700
196,2015/10/26,MTX,201512,8732,一般,遠月,37,8700
197,2015/10/27,MTX,201510W4,8703,一般,近週,1,8700
197,2015/10/27,MTX,201511,8694,一般,近月,16,8700
197,2015/10/27,MTX,201512,8693,一般,遠月,36,8700
198,2015/10/28,MTX,201510W4,8648,一般,近週,0,8650
198,2015/10/28,MTX,201511,8638,一般,近月,15,8600
198,2015/10/28,MTX,201511W1,8645,一般,遠週,5,8650
198,2015/10/28,MTX,201512,8636,一般,遠月,35,8600
199,2015/10/29,MTX,201511W1,8557,一般,近週,4,8550
199,2015/10/29,MTX,201511,8548,一般,近月,14,8500
199,2015/10/29,MTX,201512,8543,一般,遠月,34,8500
200,2015/10/30,MTX,201511W1,8569,一般,近週,3,8550
200,2015/10/30,MTX,201511,8570,一般,近月,13,8600
200,2015/10/30,MTX,201512,8571,一般,遠月,33,8600
201,2015/11/2,MTX,201511W1,8595,一般,近週,2,8600
201,2015/11/2,MTX,201511,8587,一般,近月,12,8600
201,2015/11/2,MTX,201512,8587,一般,遠月,32,8600
202,2015/11/3,MTX,201511W1,8714,一般,近週,1,8700
202,2015/11/3,MTX,201511,8722,一般,近月,11,8700
202,2015/11/3,MTX,201512,8722,一般,遠月,31,8700
203,2015/11/4,MTX,201511W1,8850,一般,近週,0,8850
203,2015/11/4,MTX,201511,8884,一般,近月,10,8900
203,2015/11/4,MTX,201511W2,8877,一般,遠週,5,8900
203,2015/11/4,MTX,201512,8890,一般,遠月,30,8900
204,2015/11/5,MTX,201511W2,8872,一般,近週,4,8850
204,2015/11/5,MTX,201511,8873,一般,近月,9,8900
204,2015/11/5,MTX,201512,8884,一般,遠月,29,8900
205,2015/11/6,MTX,201511W2,8688,一般,近週,3,8700
205,2015/11/6,MTX,201511,8689,一般,近月,8,8700
205,2015/11/6,MTX,201512,8698,一般,遠月,28,8700
206,2015/11/9,MTX,201511W2,8633,一般,近週,2,8650
206,2015/11/9,MTX,201511,8627,一般,近月,7,8600
206,2015/11/9,MTX,201512,8632,一般,遠月,27,8600
207,2015/11/10,MTX,201511W2,8548,一般,近週,1,8550
207,2015/11/10,MTX,201511,8532,一般,近月,6,8500
207,2015/11/10,MTX,201512,8536,一般,遠月,26,8500
208,2015/11/11,MTX,201511W2,8428,一般,近週,0,8450
208,2015/11/11,MTX,201511,8377,一般,近月,5,8400
208,2015/11/11,MTX,201512,8378,一般,遠月,25,8400
209,2015/11/12,MTX,201511,8461,一般,近月,4,8450
209,2015/11/12,MTX,201512,8451,一般,遠月,24,8500
210,2015/11/13,MTX,201511,8356,一般,近月,3,8350
210,2015/11/13,MTX,201512,8357,一般,遠月,23,8400
211,2015/11/16,MTX,201511,8287,一般,近月,2,8300
211,2015/11/16,MTX,201512,8284,一般,遠月,22,8300
212,2015/11/17,MTX,201511,8439,一般,近月,1,8450
212,2015/11/17,MTX,201512,8436,一般,遠月,21,8400
213,2015/11/18,MTX,201511,8336,一般,近月,0,8350
213,2015/11/18,MTX,201511W4,8288,一般,遠週,5,8300
213,2015/11/18,MTX,201512,8275,一般,遠月,20,8300
214,2015/11/19,MTX,201511W4,8458,一般,近週,4,8450
214,2015/11/19,MTX,201512,8450,一般,近月,19,8500
214,2015/11/19,MTX,201601,8443,一般,遠月,43,8400
215,2015/11/20,MTX,201511W4,8454,一般,近週,3,8450
215,2015/11/20,MTX,201512,8445,一般,近月,18,8400
215,2015/11/20,MTX,201601,8440,一般,遠月,42,8400
216,2015/11/23,MTX,201511W4,8493,一般,近週,2,8500
216,2015/11/23,MTX,201512,8480,一般,近月,17,8500
216,2015/11/23,MTX,201601,8474,一般,遠月,41,8500
217,2015/11/24,MTX,201511W4,8409,一般,近週,1,8400
217,2015/11/24,MTX,201512,8403,一般,近月,16,8400
217,2015/11/24,MTX,201601,8394,一般,遠月,40,8400
218,2015/11/25,MTX,201511W4,8372,一般,近週,0,8350
218,2015/11/25,MTX,201512,8387,一般,近月,15,8400
218,2015/11/25,MTX,201512W1,8390,一般,遠週,5,8400
218,2015/11/25,MTX,201601,8380,一般,遠月,39,8400
219,2015/11/26,MTX,201512W1,8500,一般,近週,4,8500
219,2015/11/26,MTX,201512,8502,一般,近月,14,8500
219,2015/11/26,MTX,201601,8498,一般,遠月,38,8500
220,2015/11/27,MTX,201512W1,8395,一般,近週,3,8400
220,2015/11/27,MTX,201512,8391,一般,近月,13,8400
220,2015/11/27,MTX,201601,8387,一般,遠月,37,8400
221,2015/11/30,MTX,201512W1,8314,一般,近週,2,8300
221,2015/11/30,MTX,201512,8299,一般,近月,12,8300
221,2015/11/30,MTX,201601,8297,一般,遠月,36,8300
222,2015/12/1,MTX,201512W1,8455,一般,近週,1,8450
222,2015/12/1,MTX,201512,8459,一般,近月,11,8500
222,2015/12/1,MTX,201601,8458,一般,遠月,35,8500
223,2015/12/2,MTX,201512W1,8463,一般,近週,0,8450
223,2015/12/2,MTX,201512,8455,一般,近月,10,8500
223,2015/12/2,MTX,201512W2,8455,一般,遠週,5,8450
223,2015/12/2,MTX,201601,8452,一般,遠月,34,8500
224,2015/12/3,MTX,201512W2,8471,一般,近週,4,8450
224,2015/12/3,MTX,201512,8474,一般,近月,9,8500
224,2015/12/3,MTX,201601,8470,一般,遠月,33,8500
225,2015/12/4,MTX,201512W2,8407,一般,近週,3,8400
225,2015/12/4,MTX,201512,8394,一般,近月,8,8400
225,2015/12/4,MTX,201601,8391,一般,遠月,32,8400
226,2015/12/7,MTX,201512W2,8474,一般,近週,2,8450
226,2015/12/7,MTX,201512,8468,一般,近月,7,8500
226,2015/12/7,MTX,201601,8466,一般,遠月,31,8500
227,2015/12/8,MTX,201512W2,8340,一般,近週,1,8350
227,2015/12/8,MTX,201512,8331,一般,近月,6,8300
227,2015/12/8,MTX,201601,8327,一般,遠月,30,8300
228,2015/12/9,MTX,201512W2,8251,一般,近週,0,8250
228,2015/12/9,MTX,201512,8221,一般,近月,5,8200
228,2015/12/9,MTX,201601,8214,一般,遠月,29,8200
229,2015/12/10,MTX,201512,8189,一般,近月,4,8200
229,2015/12/10,MTX,201601,8179,一般,遠月,28,8200
230,2015/12/11,MTX,201512,8068,一般,近月,3,8050
230,2015/12/11,MTX,201601,8060,一般,遠月,27,8100
231,2015/12/14,MTX,201512,8065,一般,近月,2,8050
231,2015/12/14,MTX,201601,8047,一般,遠月,26,8000
232,2015/12/15,MTX,201512,8066,一般,近月,1,8050
232,2015/12/15,MTX,201601,8040,一般,遠月,25,8000
233,2015/12/16,MTX,201512,8199,一般,近月,0,8200
233,2015/12/16,MTX,201512W4,8180,一般,遠週,5,8200
233,2015/12/16,MTX,201601,8172,一般,遠月,24,8200
234,2015/12/17,MTX,201512W4,8301,一般,近週,4,8300
234,2015/12/17,MTX,201601,8282,一般,近月,23,8300
234,2015/12/17,MTX,201602,8273,一般,遠月,37,8300
235,2015/12/18,MTX,201512W4,8247,一般,近週,3,8250
235,2015/12/18,MTX,201601,8230,一般,近月,22,8200
235,2015/12/18,MTX,201602,8219,一般,遠月,36,8200
236,2015/12/21,MTX,201512W4,8306,一般,近週,2,8300
236,2015/12/21,MTX,201601,8283,一般,近月,21,8300
236,2015/12/21,MTX,201602,8268,一般,遠月,35,8300
237,2015/12/22,MTX,201512W4,8305,一般,近週,1,8300
237,2015/12/22,MTX,201601,8276,一般,近月,20,8300
237,2015/12/22,MTX,201602,8259,一般,遠月,34,8300
238,2015/12/23,MTX,201512W4,8315,一般,近週,0,8300
238,2015/12/23,MTX,201601,8286,一般,近月,19,8300
238,2015/12/23,MTX,201512W5,8306,一般,遠週,5,8300
238,2015/12/23,MTX,201602,8275,一般,遠月,33,8300
239,2015/12/24,MTX,201512W5,8330,一般,近週,4,8350
239,2015/12/24,MTX,201601,8315,一般,近月,18,8300
239,2015/12/24,MTX,201602,8306,一般,遠月,32,8300
240,2015/12/25,MTX,201512W5,8385,一般,近週,3,8400
240,2015/12/25,MTX,201601,8377,一般,近月,17,8400
240,2015/12/25,MTX,201602,8367,一般,遠月,31,8400
241,2015/12/28,MTX,201512W5,8366,一般,近週,2,8350
241,2015/12/28,MTX,201601,8353,一般,近月,16,8400
241,2015/12/28,MTX,201602,8343,一般,遠月,30,8300
242,2015/12/29,MTX,201512W5,8298,一般,近週,1,8300
242,2015/12/29,MTX,201601,8288,一般,近月,15,8300
242,2015/12/29,MTX,201602,8280,一般,遠月,29,8300
243,2015/12/30,MTX,201512W5,8280,一般,近週,0,8300
243,2015/12/30,MTX,201601,8257,一般,近月,14,8300
243,2015/12/30,MTX,201601W1,8275,一般,遠週,4,8300
243,2015/12/30,MTX,201602,8248,一般,遠月,28,8200
244,2015/12/31,MTX,201601W1,8285,一般,近週,3,8300
244,2015/12/31,MTX,201601,8272,一般,近月,13,8300
244,2015/12/31,MTX,201602,8261,一般,遠月,27,8300
245,2016/1/4,MTX,201601W1,8096,一般,近週,2,8100
245,2016/1/4,MTX,201601,8070,一般,近月,12,8100
245,2016/1/4,MTX,201602,8056,一般,遠月,26,8100
246,2016/1/5,MTX,201601W1,8055,一般,近週,1,8050
246,2016/1/5,MTX,201601,8025,一般,近月,11,8000
246,2016/1/5,MTX,201602,8010,一般,遠月,25,8000
247,2016/1/6,MTX,201601W1,7995,一般,近週,0,8000
247,2016/1/6,MTX,201601,7969,一般,近月,10,8000
247,2016/1/6,MTX,201601W2,7989,一般,遠週,5,8000
247,2016/1/6,MTX,201602,7958,一般,遠月,24,8000
248,2016/1/7,MTX,201601W2,7827,一般,近週,4,7850
248,2016/1/7,MTX,201601,7802,一般,近月,9,7800
248,2016/1/7,MTX,201602,7783,一般,遠月,23,7800
249,2016/1/8,MTX,201601W2,7887,一般,近週,3,7900
249,2016/1/8,MTX,201601,7868,一般,近月,8,7900
249,2016/1/8,MTX,201602,7848,一般,遠月,22,7800
250,2016/1/11,MTX,201601W2,7775,一般,近週,2,7800
250,2016/1/11,MTX,201601,7741,一般,近月,7,7700
250,2016/1/11,MTX,201602,7718,一般,遠月,21,7700
251,2016/1/12,MTX,201601W2,7732,一般,近週,1,7750
251,2016/1/12,MTX,201601,7705,一般,近月,6,7700
251,2016/1/12,MTX,201602,7676,一般,遠月,20,7700
252,2016/1/13,MTX,201601W2,7815,一般,近週,0,7800
252,2016/1/13,MTX,201601,7809,一般,近月,5,7800
252,2016/1/13,MTX,201602,7781,一般,遠月,19,7800
253,2016/1/14,MTX,201601,7716,一般,近月,4,7700
253,2016/1/14,MTX,201602,7694,一般,遠月,18,7700
254,2016/1/15,MTX,201601,7665,一般,近月,3,7650
254,2016/1/15,MTX,201602,7636,一般,遠月,17,7600
255,2016/1/18,MTX,201601,7812,一般,近月,2,7800
255,2016/1/18,MTX,201602,7789,一般,遠月,16,7800
256,2016/1/19,MTX,201601,7869,一般,近月,1,7850
256,2016/1/19,MTX,201602,7838,一般,遠月,15,7800
257,2016/1/20,MTX,201601,7703,一般,近月,0,7700
257,2016/1/20,MTX,201601W4,7623,一般,遠週,5,7600
257,2016/1/20,MTX,201602,7592,一般,遠月,14,7600
258,2016/1/21,MTX,201601W4,7638,一般,近週,4,7650
258,2016/1/21,MTX,201602,7616,一般,近月,13,7600
258,2016/1/21,MTX,201603,7589,一般,遠月,32,7600
259,2016/1/22,MTX,201601W4,7768,一般,近週,3,7750
259,2016/1/22,MTX,201602,7748,一般,近月,12,7700
259,2016/1/22,MTX,201603,7721,一般,遠月,31,7700
260,2016/1/25,MTX,201601W4,7862,一般,近週,2,7850
260,2016/1/25,MTX,201602,7835,一般,近月,11,7800
260,2016/1/25,MTX,201603,7808,一般,遠月,30,7800
261,2016/1/26,MTX,201601W4,7820,一般,近週,1,7800
261,2016/1/26,MTX,201602,7779,一般,近月,10,7800
261,2016/1/26,MTX,201603,7750,一般,遠月,29,7800
262,2016/1/27,MTX,201601W4,7845,一般,近週,0,7850
262,2016/1/27,MTX,201602,7837,一般,近月,9,7800
262,2016/1/27,MTX,201602W1,7860,一般,遠週,6,7900
262,2016/1/27,MTX,201603,7807,一般,遠月,28,7800
263,2016/1/28,MTX,201602W1,7884,一般,近週,5,7900
263,2016/1/28,MTX,201602,7859,一般,近月,8,7900
263,2016/1/28,MTX,201603,7832,一般,遠月,27,7800
264,2016/1/29,MTX,201602W1,8075,一般,近週,4,8100
264,2016/1/29,MTX,201602,8053,一般,近月,7,8100
264,2016/1/29,MTX,201603,8034,一般,遠月,26,8000
265,2016/1/30,MTX,201602W1,8165,一般,近週,3,8150
265,2016/1/30,MTX,201602,8163,一般,近月,6,8200
265,2016/1/30,MTX,201603,8146,一般,遠月,25,8100
266,2016/2/1,MTX,201602W1,8146,一般,近週,2,8150
266,2016/2/1,MTX,201602,8126,一般,近月,5,8150
266,2016/2/1,MTX,201603,8103,一般,遠月,24,8100
267,2016/2/2,MTX,201602W1,8123,一般,近週,1,8100
267,2016/2/2,MTX,201602,8106,一般,近月,4,8100
267,2016/2/2,MTX,201603,8082,一般,遠月,23,8100
268,2016/2/3,MTX,201602W1,8076,一般,近週,0,8100
268,2016/2/3,MTX,201602,8034,一般,近月,3,8050
268,2016/2/3,MTX,201602W2,8051,一般,遠週,1,8050
268,2016/2/3,MTX,201603,8012,一般,遠月,22,8000
269,2016/2/15,MTX,201602W2,8056,一般,近週,0,8050
269,2016/2/15,MTX,201602,8046,一般,近月,2,8050
269,2016/2/15,MTX,201603,8019,一般,遠月,21,8000
270,2016/2/16,MTX,201602,8207,一般,近月,1,8200
270,2016/2/16,MTX,201603,8209,一般,遠月,20,8200
271,2016/2/17,MTX,201602,8212,一般,近月,0,8200
271,2016/2/17,MTX,201602W4,8198,一般,遠週,5,8200
271,2016/2/17,MTX,201603,8189,一般,遠月,19,8200
272,2016/2/18,MTX,201602W4,8297,一般,近週,4,8300
272,2016/2/18,MTX,201603,8285,一般,近月,18,8300
272,2016/2/18,MTX,201604,8272,一般,遠月,41,8300
273,2016/2/19,MTX,201602W4,8314,一般,近週,3,8300
273,2016/2/19,MTX,201603,8306,一般,近月,17,8300
273,2016/2/19,MTX,201604,8292,一般,遠月,40,8300
274,2016/2/22,MTX,201602W4,8315,一般,近週,2,8300
274,2016/2/22,MTX,201603,8299,一般,近月,16,8300
274,2016/2/22,MTX,201604,8286,一般,遠月,39,8300
275,2016/2/23,MTX,201602W4,8336,一般,近週,1,8350
275,2016/2/23,MTX,201603,8319,一般,近月,15,8300
275,2016/2/23,MTX,201604,8304,一般,遠月,38,8300
276,2016/2/24,MTX,201602W4,8276,一般,近週,0,8300
276,2016/2/24,MTX,201603,8246,一般,近月,14,8200
276,2016/2/24,MTX,201603W1,8267,一般,遠週,4,8250
276,2016/2/24,MTX,201604,8228,一般,遠月,37,8200
277,2016/2/25,MTX,201603W1,8355,一般,近週,3,8350
277,2016/2/25,MTX,201603,8339,一般,近月,13,8300
277,2016/2/25,MTX,201604,8320,一般,遠月,36,8300
278,2016/2/26,MTX,201603W1,8402,一般,近週,2,8400
278,2016/2/26,MTX,201603,8391,一般,近月,12,8400
278,2016/2/26,MTX,201604,8371,一般,遠月,35,8400
279,2016/3/1,MTX,201603W1,8462,一般,近週,1,8450
279,2016/3/1,MTX,201603,8450,一般,近月,11,8500
279,2016/3/1,MTX,201604,8432,一般,遠月,34,8400
280,2016/3/2,MTX,201603W1,8550,一般,近週,0,8550
280,2016/3/2,MTX,201603,8520,一般,近月,10,8500
280,2016/3/2,MTX,201603W2,8535,一般,遠週,5,8550
280,2016/3/2,MTX,201604,8505,一般,遠月,33,8500
281,2016/3/3,MTX,201603W2,8584,一般,近週,4,8600
281,2016/3/3,MTX,201603,8565,一般,近月,9,8600
281,2016/3/3,MTX,201604,8548,一般,遠月,32,8500
282,2016/3/4,MTX,201603W2,8624,一般,近週,3,8600
282,2016/3/4,MTX,201603,8605,一般,近月,8,8600
282,2016/3/4,MTX,201604,8583,一般,遠月,31,8600
283,2016/3/7,MTX,201603W2,8632,一般,近週,2,8650
283,2016/3/7,MTX,201603,8605,一般,近月,7,8600
283,2016/3/7,MTX,201604,8579,一般,遠月,30,8600
284,2016/3/8,MTX,201603W2,8646,一般,近週,1,8650
284,2016/3/8,MTX,201603,8615,一般,近月,6,8600
284,2016/3/8,MTX,201604,8590,一般,遠月,29,8600
285,2016/3/9,MTX,201603W2,8616,一般,近週,0,8600
285,2016/3/9,MTX,201603,8621,一般,近月,5,8600
285,2016/3/9,MTX,201604,8598,一般,遠月,28,8600
286,2016/3/10,MTX,201603,8641,一般,近月,4,8650
286,2016/3/10,MTX,201604,8617,一般,遠月,27,8600
287,2016/3/11,MTX,201603,8709,一般,近月,3,8700
287,2016/3/11,MTX,201604,8680,一般,遠月,26,8700
288,2016/3/14,MTX,201603,8741,一般,近月,2,8750
288,2016/3/14,MTX,201604,8730,一般,遠月,25,8700
289,2016/3/15,MTX,201603,8601,一般,近月,1,8600
289,2016/3/15,MTX,201604,8571,一般,遠月,24,8600
290,2016/3/16,MTX,201603,8691,一般,近月,0,8700
290,2016/3/16,MTX,201603W4,8678,一般,遠週,5,8700
290,2016/3/16,MTX,201604,8658,一般,遠月,23,8700
291,2016/3/17,MTX,201603W4,8721,一般,近週,4,8700
291,2016/3/17,MTX,201604,8697,一般,近月,22,8700
291,2016/3/17,MTX,201605,8673,一般,遠月,41,8700
292,2016/3/18,MTX,201603W4,8794,一般,近週,3,8800
